customer_id,account_tenure_years,annual_income,credit_score,income_stability,loan_defaults,device_change_rate,ip_risk_score
CUST00959,7,70106.43,773,444.44,0,0.23,0.021
CUST00960,17,37899.61,729,315.53,0,0.109,0.129
CUST00961,0,54978.71,593,468.51,0,0.128,0.076
CUST00962,14,56457.61,596,653.05,0,0.08,0.036
CUST00963,7,56920.54,672,441.72,0,0.244,0.029
CUST00964,10,87981.57,656,546.45,0,0.006,0.131
CUST00965,11,38934.5,669,465.96,0,0.028,0.033
CUST00966,11,85076.28,719,1100.37,0,0.18,0.051
CUST00967,3,52443.76,699,465.0,0,0.043,0.034
CUST00968,15,65587.78,698,594.07,0,0.086,0.064
CUST00969,3,61809.44,767,517.6,0,0.048,0.429
CUST00970,4,59454.87,597,442.59,0,0.017,0.083
CUST00971,4,59659.93,686,418.79,1,0.058,0.169
CUST00972,7,96433.96,645,631.84,0,0.039,0.151
CUST00973,9,81061.25,766,789.15,0,0.12,0.105
CUST00974,16,50932.11,547,327.53,0,0.191,0.23
CUST00975,8,99569.68,550,911.33,0,0.043,0.093
CUST00976,18,66867.03,698,529.29,0,0.036,0.011
CUST00977,13,68940.61,748,606.87,0,0.055,0.05
CUST00978,7,39067.02,726,346.31,1,0.113,0.095
CUST00979,8,47562.53,632,363.02,0,0.057,0.007
CUST00980,10,42787.41,770,389.87,0,0.114,0.031
CUST00981,0,62151.82,606,543.67,0,0.055,0.178
CUST00982,13,75969.58,758,648.14,0,0.013,0.007
CUST00983,4,69180.81,614,495.8,0,0.208,0.083
CUST00984,13,99701.1,659,909.72,0,0.03,0.055
CUST00985,3,37806.05,718,350.13,0,0.029,0.096
CUST00986,0,62871.73,592,421.46,0,0.178,0.183
CUST00987,18,27926.52,768,283.33,0,0.005,0.005
CUST00988,7,36953.23,659,201.47,0,0.192,0.033
CUST00989,14,91614.46,688,727.59,0,0.021,0.024
CUST00990,14,48420.88,750,487.4,0,0.131,0.006
CUST00991,8,39915.91,632,377.55,0,0.085,0.185
CUST00992,8,10000.0,744,154.05,0,0.085,0.13
CUST00993,9,39666.13,778,378.96,0,0.008,0.033
CUST00994,19,54867.99,641,586.26,0,0.15,0.06
CUST00995,8,26064.93,762,221.81,0,0.133,0.023
CUST00996,2,53430.42,574,322.62,0,0.153,0.059
CUST00997,19,91765.78,703,1091.01,0,0.046,0.115
CUST00998,10,42317.37,606,530.96,0,0.071,0.118
CUST00999,5,36415.42,737,405.44,0,0.252,0.021
CUST01000,1,31902.46,732,336.9,0,0.045,0.096
